file,label,Lines,Contours,Contours Size,Fast
IMG_4563.png,6,473,18948,7,344
IMG_4564.png,6,525,19237,7,349
IMG_4565.png,6,438,18713,6,371
IMG_4566.png,6,382,18504,7,307
IMG_4567.png,6,455,18228,6,309
IMG_4568.png,6,415,16475,6,314
IMG_4569.png,6,438,18557,6,321
IMG_4570.png,6,485,19142,6,322
IMG_4571.png,7,456,16852,6,325
IMG_4572.png,6,531,19750,6,403
IMG_4573.png,6,499,18071,6,359
IMG_4574.png,6,488,20490,6,386
IMG_4575.png,6,453,17250,6,285
IMG_4576.png,6,525,21086,6,365
IMG_4577.png,6,416,15741,6,272
IMG_4578.png,6,428,16616,5,262
IMG_4579.png,6,479,16601,6,333
IMG_4580.png,6,413,17780,7,348
IMG_4581.png,6,381,13666,6,230
IMG_4582.png,6,361,13611,7,249
IMG_4583.png,6,411,17712,7,264
IMG_4584.png,6,414,17546,8,306
IMG_4585.png,6,431,20852,7,332
IMG_4586.png,6,329,17417,7,209
IMG_4587.png,6,401,17028,8,214
IMG_4588.png,6,367,15860,7,264
IMG_4589.png,6,397,16972,7,266
IMG_4590.png,6,357,15045,6,254
IMG_4591.png,6,338,16788,8,246
IMG_4592.png,6,351,16033,7,237
IMG_4593.png,6,371,16245,7,267
IMG_4594.png,6,363,15786,7,276
IMG_4595.png,6,354,17380,7,239
IMG_4596.png,6,364,17217,7,268
IMG_4597.png,6,383,13845,6,224
IMG_4598.png,6,476,16585,6,308
IMG_4599.png,6,315,12500,6,208
IMG_4600.png,6,353,14478,6,223
IMG_4601.png,6,303,11651,7,175
IMG_4602.png,6,334,15970,8,207
IMG_4603.png,6,342,16316,8,252
IMG_4604.png,6,431,19135,6,328
IMG_4605.png,6,397,19821,8,340
IMG_4606.png,6,395,20292,8,388
IMG_4607.png,6,411,22954,9,406
IMG_4608.png,6,395,21385,7,366
IMG_4609.png,6,441,20529,9,321
IMG_4610.png,6,404,19145,8,305
IMG_4611.png,6,471,25077,8,387
IMG_4612.png,6,451,22752,8,456
IMG_4613.png,6,548,20337,8,421
IMG_4614.png,6,492,20531,8,412
IMG_4615.png,6,512,22131,8,354
IMG_4616.png,6,504,20395,7,315
IMG_4617.png,6,550,19455,7,358
IMG_4618.png,6,458,19257,6,341
IMG_4619.png,6,465,21601,7,413
IMG_4620.png,6,537,22197,8,375
IMG_4621.png,6,473,22211,6,368
IMG_4622.png,6,461,21548,7,319
IMG_4623.png,6,545,24187,8,442
IMG_4624.png,6,446,21320,7,366
IMG_4625.png,6,464,22323,10,343
IMG_4626.png,6,304,13900,7,226
IMG_4627.png,6,335,16158,6,210
IMG_4628.png,5,478,24280,6,423
IMG_4629.png,5,457,21430,6,407
IMG_4630.png,5,425,21197,8,353
IMG_4631.png,5,465,21246,7,407
IMG_4632.png,5,428,19843,6,326
IMG_4633.png,5,449,23049,8,362
IMG_4634.png,5,500,23088,8,349
IMG_4635.png,5,382,22178,8,334
IMG_4636.png,5,385,22364,8,327
IMG_4637.png,5,351,22025,8,363
IMG_4638.png,5,423,22763,8,408
IMG_4639.png,5,406,22410,6,324
IMG_4640.png,5,374,18809,7,335
IMG_4641.png,5,369,20335,7,347
IMG_4642.png,5,420,20409,6,327
IMG_4643.png,5,428,19659,6,303
IMG_4644.png,5,389,18599,6,310
IMG_4645.png,5,439,21355,6,353
IMG_4646.png,5,435,19371,7,340
IMG_4647.png,5,415,21824,7,358
IMG_4648.png,5,482,21207,7,376
IMG_4649.png,5,378,16111,6,270
IMG_4650.png,5,390,19324,7,305
IMG_4651.png,5,344,20933,6,291
IMG_4652.png,5,326,18926,6,308
IMG_4653.png,5,358,20154,6,290
IMG_4654.png,5,323,15940,7,208
IMG_4655.png,5,372,17854,8,284
IMG_4657.png,5,367,20968,9,309
IMG_4658.png,5,328,18175,9,245
IMG_4659.png,5,392,20167,7,367
IMG_4660.png,5,398,16910,6,336
IMG_4661.png,5,409,19068,7,367
IMG_4662.png,5,383,19335,7,340
IMG_4663.png,5,296,19262,9,222
IMG_4664.png,5,364,19321,7,242
IMG_4665.png,5,363,20481,8,263
IMG_4666.png,5,295,20946,7,238
IMG_4667.png,5,407,20775,6,360
IMG_4668.png,5,419,24139,7,371
IMG_4669.png,5,367,17785,8,311
IMG_4670.png,5,381,19102,6,343
IMG_4671.png,5,342,19790,6,314
IMG_4672.png,5,395,18523,6,324
IMG_4673.png,5,346,17979,6,255
IMG_4674.png,5,387,16088,6,288
IMG_4675.png,5,422,17860,7,302
IMG_4676.png,5,358,17421,8,281
IMG_4677.png,5,347,21059,8,272
IMG_4678.png,5,370,20055,6,270
IMG_4680.png,5,387,20678,7,290
IMG_4681.png,5,205,11178,7,120
IMG_4682.png,5,423,22386,8,335
IMG_4683.png,5,398,22917,7,306
IMG_4684.png,5,405,21654,8,299
IMG_4685.png,5,330,22698,8,306
IMG_4686.png,5,332,19818,6,253
IMG_4687.png,5,342,16719,7,251
IMG_4688.png,5,261,16587,6,182
IMG_4689.png,5,366,21480,6,262
IMG_4690.png,5,402,17593,8,300
IMG_4691.png,5,416,17179,9,330
IMG_4692.png,5,354,17261,7,295
IMG_4693.png,5,293,19369,6,267
IMG_4694.png,5,352,17883,7,226
IMG_4695.png,5,490,18979,7,302
IMG_4696.png,5,354,19394,6,250
IMG_4697.png,5,338,17542,6,208
IMG_4698.png,5,370,16707,6,224
IMG_4699.png,5,380,20432,7,254
IMG_4700.png,5,402,18404,7,231
IMG_4701.png,5,349,17899,8,217
IMG_4703.png,5,341,17591,7,259
IMG_4704.png,5,476,21859,7,386
IMG_4705.png,5,474,22456,7,454
IMG_4706.png,5,479,23325,7,485
IMG_4707.png,5,436,23695,8,363
IMG_4708.png,5,417,21513,6,354
IMG_4709.png,5,468,23569,8,458
IMG_4710.png,5,477,20808,9,379
IMG_4711.png,5,436,22040,7,397
IMG_4712.png,5,489,21774,6,393
IMG_4713.png,5,408,21291,7,318
IMG_4714.png,5,496,21427,7,417
IMG_4715.png,5,381,22058,8,300
IMG_4716.png,5,449,19454,5,388
IMG_4717.png,5,396,15128,5,292
IMG_4718.png,5,344,15509,6,252
IMG_4719.png,5,365,20631,6,310
IMG_4720.png,5,304,20316,8,269
IMG_4721.png,5,358,18481,8,286
IMG_4722.png,5,387,14809,5,314
IMG_4723.png,5,349,18803,8,295
IMG_4724.png,5,327,18220,7,290
IMG_4725.png,5,335,16106,6,296
IMG_4726.png,5,286,18711,6,280
IMG_4727.png,5,312,17479,7,255
IMG_4728.png,5,320,16529,8,211
IMG_4729.png,5,316,18700,7,262
IMG_4730.png,5,229,15297,6,189
IMG_4731.png,5,216,14718,7,172
IMG_4732.png,5,268,15905,6,183
IMG_4733.png,5,268,14569,8,170
IMG_4734.png,5,239,15491,7,179
IMG_4735.png,5,237,16175,6,185
IMG_4736.png,5,227,16002,6,170
IMG_4737.png,5,272,15978,7,174
IMG_4738.png,5,246,17748,8,174
IMG_4742.png,5,265,16438,7,197
IMG_4745.png,5,246,14642,6,212
IMG_4746.png,5,291,16292,7,249
IMG_4747.png,5,396,18984,6,394
IMG_4748.png,5,433,17653,5,408
IMG_4749.png,5,384,16022,5,372
IMG_4750.png,5,340,19242,7,339
IMG_4751.png,5,329,17351,7,294
IMG_4752.png,5,290,15991,6,266
IMG_4753.png,5,296,16682,8,215
IMG_4755.png,5,227,14668,7,167
IMG_4756.png,5,193,14411,6,161
IMG_4757.png,5,253,18321,8,215
IMG_4758.png,5,307,19996,7,235
IMG_4759.png,5,267,20989,7,227
IMG_4760.png,5,257,18784,8,196
IMG_4761.png,5,295,15116,6,221
IMG_4762.png,5,262,13511,6,216
IMG_4763.png,5,316,12609,6,227
IMG_4764.png,5,296,13317,6,214
IMG_4765.png,5,269,11997,5,230
IMG_4766.png,5,300,11748,5,236
IMG_4767.png,5,315,12173,5,266
IMG_4768.png,5,307,12995,6,221
IMG_4769.png,5,284,12257,6,234
IMG_4770.png,5,303,13631,7,240
IMG_4771.png,5,334,14482,7,267
IMG_4772.png,5,311,12278,6,268
IMG_4773.png,5,206,13494,6,211
IMG_4774.png,5,244,13179,5,271
IMG_4775.png,5,309,15229,6,253
IMG_4776.png,5,312,12899,5,274
IMG_4777.png,5,291,12221,5,220
IMG_4778.png,5,281,13434,5,220
IMG_4779.png,5,258,10994,4,237
IMG_4780.png,4,302,14264,5,205
IMG_4781.png,4,240,18428,6,224
IMG_4782.png,4,234,17969,5,197
IMG_4783.png,4,284,18766,6,230
IMG_4784.png,4,269,19475,5,216
IMG_4785.png,4,265,15888,6,203
IMG_4786.png,4,257,19349,5,198
IMG_4787.png,4,235,15062,7,211
IMG_4788.png,4,262,16832,8,200
IMG_4789.png,4,245,18292,9,202
IMG_4790.png,4,256,17671,7,223
IMG_4791.png,4,253,18759,6,250
IMG_4792.png,4,347,20920,6,414
IMG_4793.png,4,387,18107,7,327
IMG_4794.png,4,295,13604,5,223
IMG_4795.png,4,180,13973,9,132
IMG_4796.png,4,346,19615,8,362
IMG_4797.png,4,223,14355,6,161
IMG_4798.png,4,228,14816,5,185
IMG_4799.png,4,245,16416,6,188
IMG_4800.png,4,253,15108,7,173
IMG_4801.png,4,211,13606,6,182
IMG_4803.png,4,233,16198,6,185
IMG_4804.png,4,277,15807,6,182
IMG_4805.png,4,273,18533,7,173
IMG_4806.png,4,243,16528,6,179
IMG_4807.png,4,239,14745,7,197
IMG_4808.png,4,244,16361,6,179
IMG_4809.png,4,299,17818,6,247
IMG_4810.png,4,304,17007,5,235
IMG_4811.png,4,260,14667,5,210
IMG_4814.png,4,278,14708,5,263
IMG_4815.png,4,244,17068,6,206
IMG_4816.png,4,226,15241,5,201
IMG_4817.png,4,248,15488,6,215
IMG_4819.png,4,241,15038,7,202
IMG_4820.png,4,272,14502,6,192
IMG_4821.png,4,258,13359,6,192
IMG_4822.png,4,312,15005,7,212
IMG_4823.png,4,304,14683,7,210
IMG_4824.png,4,278,14435,7,224
IMG_4825.png,4,287,12157,5,211
IMG_4826.png,4,213,16198,7,157
IMG_4827.png,4,246,15534,7,229
IMG_4828.png,4,329,15627,5,349
IMG_4829.png,4,274,19039,6,387
IMG_4831.png,4,358,19178,8,252
IMG_4832.png,4,205,15062,6,163
IMG_4833.png,4,265,16924,8,202
IMG_4834.png,4,270,16272,7,270
IMG_4835.png,4,276,13931,5,240
IMG_4836.png,4,261,14192,5,215
IMG_4838.png,4,306,14531,4,306
IMG_4839.png,4,296,14025,4,280
IMG_4840.png,4,306,16107,6,287
IMG_4841.png,4,306,14557,4,300
IMG_4842.png,4,299,15989,5,282
IMG_4843.png,4,315,15316,5,265
IMG_4844.png,4,268,14578,6,216
IMG_4845.png,4,284,12353,5,261
IMG_4846.png,4,230,12065,5,222
IMG_4847.png,4,237,12021,5,215
IMG_4848.png,4,192,11260,5,175
IMG_4849.png,4,302,15265,4,297
IMG_4850.png,4,264,12493,5,198
IMG_4851.png,4,237,11626,6,184
IMG_4852.png,4,244,11827,5,232
IMG_4853.png,4,181,9925,6,152
IMG_4854.png,4,187,12223,6,147
IMG_4855.png,4,182,12436,6,171
IMG_4856.png,4,204,10661,5,161
IMG_4857.png,4,179,13784,5,132
IMG_4858.png,4,202,13746,5,136
IMG_4859.png,4,324,19381,7,301
IMG_4860.png,4,308,19846,8,266
IMG_4861.png,4,212,14838,5,151
IMG_4862.png,4,242,13261,6,170
IMG_4863.png,4,225,12364,5,151
IMG_4864.png,4,291,17144,6,230
IMG_4865.png,4,289,16827,6,279
IMG_4866.png,4,328,18466,5,368
IMG_4867.png,4,339,20537,5,419
IMG_4868.png,4,466,18106,4,520
IMG_4869.png,4,467,21726,5,498
IMG_4870.png,4,338,21464,8,305
IMG_4871.png,4,315,16637,5,299
IMG_4872.png,4,283,20229,6,360
IMG_4873.png,4,324,18153,6,332
IMG_4874.png,4,308,19647,7,283
IMG_4875.png,4,233,19645,8,236
IMG_4876.png,4,278,19659,6,244
IMG_4877.png,4,302,17050,7,319
IMG_4878.png,4,226,17391,5,190
IMG_4879.png,4,211,16071,7,190
IMG_4880.png,4,215,14703,7,171
IMG_4881.png,4,227,18545,6,187
IMG_4882.png,4,206,16184,8,180
IMG_4883.png,4,199,16642,6,201
IMG_4884.png,4,191,13516,7,148
IMG_4885.png,4,250,15253,5,264
IMG_4886.png,4,251,14031,7,232
IMG_4887.png,4,198,13519,5,173
IMG_4888.png,4,234,15393,5,191
IMG_4889.png,4,339,18523,4,469
IMG_4890.png,4,326,18154,5,271
IMG_4891.png,4,327,18042,6,295
IMG_4892.png,4,361,18141,7,349
IMG_4893.png,4,269,15454,7,264
IMG_4894.png,4,269,14238,5,290
IMG_4895.png,4,232,12626,6,181
IMG_4896.png,4,251,12439,5,211
IMG_4897.png,4,268,16190,7,171
IMG_4898.png,4,279,16599,5,311
IMG_4899.png,4,273,18090,7,278
IMG_4900.png,4,295,16543,7,238
IMG_4901.png,4,261,14079,5,209
IMG_4902.png,4,276,14623,5,211
IMG_4903.png,4,304,19767,7,186
IMG_4904.png,4,239,15110,7,186
IMG_4905.png,4,315,16606,6,218
IMG_4906.png,4,321,15372,5,251
IMG_4907.png,4,284,17407,5,259
IMG_4908.png,4,275,17134,6,272
IMG_4909.png,4,266,17763,6,212
IMG_4910.png,4,460,23022,6,450
IMG_4911.png,4,403,26180,6,440
IMG_4912.png,4,402,24168,5,433
IMG_4913.png,4,389,22043,5,455
IMG_4914.png,4,401,21227,5,408
IMG_4915.png,4,332,22374,5,337
IMG_4917.png,4,356,22473,5,418
IMG_4918.png,4,348,18702,5,264
IMG_4919.png,4,278,19081,5,289
IMG_4920.png,3,147,14167,4,144
IMG_4921.png,3,263,16707,4,381
IMG_4922.png,3,186,14240,4,237
IMG_4923.png,3,199,12887,4,216
IMG_4924.png,3,145,13914,5,188
IMG_4925.png,3,156,14798,4,190
IMG_4926.png,3,152,14674,5,178
IMG_4927.png,3,171,16181,6,214
IMG_4928.png,3,131,17023,7,145
IMG_4929.png,3,144,11886,5,130
IMG_4930.png,3,206,14792,4,253
IMG_4931.png,3,198,14242,4,219
IMG_4932.png,3,201,12507,4,217
IMG_4933.png,3,177,12017,4,206
IMG_4934.png,3,181,12082,4,231
IMG_4935.png,3,183,14898,6,237
IMG_4936.png,3,197,16923,5,234
IMG_4938.png,3,234,16298,5,249
IMG_4939.png,3,209,12379,4,208
IMG_4941.png,3,197,12857,4,215
IMG_4942.png,3,156,10553,5,203
IMG_4943.png,3,171,13968,4,168
IMG_4944.png,3,136,10211,3,156
IMG_4945.png,3,192,13692,6,228
IMG_4946.png,3,171,14972,5,186
IMG_4947.png,2,200,16784,4,311
IMG_4948.png,2,136,16679,4,190
IMG_4949.png,2,116,13197,5,125
IMG_4950.png,2,105,12491,5,143
IMG_4951.png,2,224,16167,3,412
IMG_4952.png,2,304,18085,3,410
IMG_4953.png,2,197,17571,5,344
IMG_4954.png,2,77,11045,3,87
IMG_4955.png,2,56,12501,5,58
IMG_4956.png,2,179,14420,4,336
IMG_4957.png,2,152,18388,4,271
IMG_4958.png,2,172,14878,5,264
IMG_4959.png,2,143,14808,6,178
IMG_4960.png,2,145,16174,5,187
IMG_4961.png,2,151,23858,3,184
IMG_4962.png,2,109,15265,5,184
IMG_4963.png,2,133,15028,4,221
IMG_4964.png,2,171,16615,6,347
IMG_4965.png,2,132,17034,7,307
IMG_4966.png,2,175,13370,6,308
IMG_4967.png,2,91,17696,10,105
IMG_4968.png,2,183,12367,4,301
IMG_4969.png,2,197,14727,6,327
IMG_4970.png,2,154,17782,4,286
IMG_4971.png,2,152,11436,3,294
IMG_4972.png,2,167,10604,4,206
IMG_4973.png,2,112,10575,3,173
IMG_4974.png,2,128,21032,6,216
IMG_4975.png,2,159,14095,4,235
IMG_4976.png,2,175,14163,4,262
IMG_4977.png,2,168,12503,4,222
IMG_4978.png,2,113,16999,6,129
IMG_4979.png,2,166,11056,4,240
IMG_4980.png,2,271,17425,3,465
IMG_4981.png,2,211,11611,3,302
IMG_4982.png,2,96,12506,4,85
IMG_4983.png,2,107,12600,6,82
IMG_4984.png,2,81,13708,4,82
IMG_4985.png,2,106,14897,7,71
IMG_4986.png,2,88,9440,4,86
IMG_4987.png,2,75,14581,4,76
IMG_4988.png,2,88,14030,7,72
IMG_4989.png,2,104,11555,5,86
IMG_4990.png,2,152,12160,5,154
IMG_4991.png,2,128,14914,5,123
IMG_4992.png,2,164,15855,7,115
IMG_4994.png,2,346,24330,5,369
IMG_4995.png,2,315,17708,3,344
IMG_4996.png,2,202,17975,5,222
IMG_4997.png,2,150,14610,5,190
IMG_4998.png,2,142,15791,3,216
IMG_4999.png,2,159,14924,3,238
IMG_5001.png,2,165,14297,3,228
IMG_5002.png,2,186,16488,4,252
IMG_5003.png,2,177,18413,4,216
IMG_5004.png,2,172,13971,5,230
IMG_5005.png,2,214,14648,4,231
IMG_5006.png,2,201,15002,5,227
IMG_5007.png,2,171,16743,6,209
IMG_5008.png,2,163,19899,6,212
IMG_5009.png,2,197,15184,5,256
IMG_5010.png,2,283,15385,3,393
IMG_5011.png,2,213,18529,4,334
IMG_5012.png,2,115,18928,4,170
IMG_5013.png,2,167,17064,4,314
IMG_5014.png,2,193,15616,3,341
IMG_5015.png,2,98,10747,4,86
IMG_5016.png,2,100,13487,3,118
IMG_5017.png,2,97,12640,3,115
IMG_5018.png,2,121,15209,4,155
IMG_5019.png,2,189,13759,3,203
IMG_5020.png,2,123,15344,7,159
IMG_5021.png,2,122,14968,3,158
IMG_5022.png,2,112,10848,4,143
IMG_5023.png,1,63,11565,2,85
IMG_5024.png,1,76,11193,2,86
IMG_5025.png,1,71,5521,2,78
IMG_5026.png,1,36,10719,4,43
IMG_5028.png,1,80,11717,2,112
IMG_5029.png,1,140,11648,3,185
IMG_5030.png,1,116,10845,2,177
IMG_5031.png,1,206,17694,2,318
IMG_5032.png,1,245,21081,4,375
IMG_5033.png,1,210,13261,2,248
IMG_5034.png,1,208,17357,3,317
IMG_5035.png,1,236,18524,3,349
IMG_5036.png,1,62,7554,2,82
IMG_5037.png,1,83,8699,2,131
IMG_5038.png,1,107,11919,4,175
IMG_5039.png,1,76,10381,2,133
IMG_5040.png,1,59,11315,2,67
IMG_5041.png,1,71,9073,2,98
IMG_5042.png,1,63,10170,2,104
IMG_5043.png,1,87,11623,4,123
IMG_5044.png,1,67,9581,2,100
IMG_5045.png,1,51,12282,3,76
IMG_5046.png,1,118,9071,2,178
IMG_5047.png,1,122,11773,2,179
IMG_5048.png,1,171,11248,3,172
IMG_5049.png,1,163,9030,2,175
IMG_5050.png,1,75,12765,3,124
IMG_5051.png,1,90,9114,2,111
IMG_5052.png,1,68,10497,3,98
IMG_5053.png,1,55,3131,1,86
IMG_5055.png,1,76,10754,3,98
IMG_5056.png,1,119,13725,3,247
IMG_5057.png,1,181,15993,4,329
IMG_5058.png,1,152,12491,3,301
IMG_5059.png,1,434,16797,1,852
IMG_5060.png,1,452,18650,2,918
IMG_5061.png,1,169,11938,3,303
IMG_5062.png,1,297,15997,2,544
IMG_5063.png,1,195,14057,5,354
IMG_5064.png,1,89,7739,3,202
IMG_5065.png,1,78,7502,2,181
IMG_5066.png,1,85,10043,4,180
IMG_5067.png,1,79,10981,2,157
IMG_5068.png,1,111,8083,1,244
IMG_5069.png,1,98,11288,2,220
IMG_5070.png,1,75,11744,2,174
IMG_5071.png,1,130,14057,3,288
IMG_5072.png,1,140,16577,4,327
IMG_5073.png,1,171,15914,2,246
IMG_5074.png,1,72,15822,2,95
IMG_5075.png,1,172,15401,3,225
IMG_5076.png,1,94,7206,1,122
IMG_5077.png,1,75,9093,3,135
IMG_5078.png,1,83,12115,2,126
IMG_5079.png,1,67,12175,4,101
IMG_5080.png,1,78,17429,3,107
IMG_5081.png,1,33,5345,2,36
IMG_5082.png,1,190,17186,3,357
IMG_5083.png,1,105,12247,4,139
IMG_5084.png,1,195,8282,3,241
IMG_5085.png,1,67,8058,4,117
IMG_5086.png,1,76,9012,2,102
IMG_5087.png,1,72,4616,1,72
IMG_5088.png,1,142,12478,3,194
IMG_5089.png,1,60,18669,4,74
IMG_5090.png,1,78,14407,3,127
IMG_5091.png,1,82,12193,4,137
IMG_5092.png,1,127,13983,2,204
IMG_5093.png,1,88,16233,5,127
IMG_5094.png,1,82,12686,4,92
IMG_5095.png,1,105,14838,4,131
IMG_5096.png,1,190,14783,3,238
IMG_5097.png,1,260,21160,2,358
IMG_5098.png,1,192,13103,4,271
IMG_5099.png,1,270,18873,3,470
IMG_5100.png,1,136,7794,1,177
IMG_5101.png,1,58,3648,1,71
IMG_5102.png,1,37,9793,4,58
IMG_5103.png,1,23,7149,2,37
IMG_5104.png,1,30,16664,2,40
IMG_5105.png,1,33,12341,3,39
IMG_5106.png,1,36,7848,2,47
IMG_5107.png,1,58,11181,5,52
IMG_5108.png,1,48,8077,3,59
IMG_5109.png,1,25,12465,3,38
IMG_5110.png,1,31,21973,2,37
IMG_5111.png,1,60,12374,3,79
IMG_5112.png,1,80,7792,1,118
IMG_5113.png,1,81,9924,3,110
IMG_5114.png,1,77,6581,2,106
IMG_5115.png,1,108,9402,1,159
IMG_5116.png,1,179,16641,4,349
IMG_5117.png,1,209,14207,2,429
IMG_5118.png,1,178,19364,3,392
IMG_5119.png,1,194,17148,2,379
IMG_5120.png,1,254,17956,3,543
IMG_5121.png,0,0,5005,4,0
IMG_5122.png,0,0,0,0,0
IMG_5123.png,0,2,0,0,0
IMG_5124.png,0,0,0,0,0
IMG_5125.png,0,0,9033,2,0
IMG_5126.png,0,6,0,0,0
IMG_5127.png,0,88,3261,3,6
IMG_5128.png,0,74,2585,2,24
IMG_5129.png,0,101,2967,2,30
IMG_5130.png,0,51,4308,2,11
IMG_5131.png,0,1,9900,4,0
IMG_5132.png,0,47,4012,2,4
IMG_5133.png,0,0,16017,3,0
IMG_5134.png,0,0,18417,6,0
IMG_5135.png,0,0,10785,2,0
IMG_5136.png,0,0,10636,3,0
IMG_5137.png,0,1,0,0,0
IMG_5138.png,0,0,8137,3,0
IMG_5139.png,0,3,9694,3,0
IMG_5140.png,0,5,4934,2,0
IMG_5141.png,0,0,10278,4,0
IMG_5142.png,0,0,12660,2,0
IMG_5143.png,0,0,25061,4,0
IMG_5144.png,0,0,17272,3,0
IMG_5145.png,0,0,18532,2,0
IMG_5146.png,0,0,9367,6,0
IMG_5147.png,0,0,10053,2,0
IMG_5148.png,0,0,0,0,0
IMG_5149.png,0,0,9572,2,1
IMG_5150.png,0,0,5695,3,0
IMG_5151.png,0,0,5934,1,0
IMG_5152.png,0,0,25523,3,0
IMG_5153.png,0,0,1819,2,0
IMG_5154.png,0,0,4291,2,0
IMG_5155.png,0,0,1282,1,0
IMG_5156.png,0,0,12844,3,0
IMG_5157.png,0,0,17594,4,0
IMG_5158.png,0,0,11628,2,0
IMG_5159.png,0,0,11528,3,0
IMG_5160.png,0,0,12457,1,0
IMG_5161.png,0,0,13279,3,0
IMG_5162.png,0,0,11963,5,0
IMG_5163.png,0,0,7177,3,0
IMG_5164.png,0,0,8075,4,0
IMG_5165.png,0,0,12153,3,0
IMG_5166.png,0,0,12740,2,0
IMG_5167.png,0,0,0,0,0
IMG_5168.png,0,0,0,0,0
IMG_5169.png,0,0,17701,6,0
IMG_5170.png,0,0,12902,4,0
IMG_5171.png,0,0,9754,4,0
IMG_5172.png,0,0,8962,4,0
IMG_5173.png,0,0,0,0,0
IMG_5174.png,0,2,0,0,0
IMG_5175.png,0,2,0,0,0
IMG_5176.png,0,0,4938,2,0
IMG_5177.png,0,0,7559,2,0
IMG_5178.png,0,0,8585,3,0
IMG_5179.png,0,0,11273,3,0
IMG_5180.png,0,0,10465,6,0
IMG_5181.png,0,0,11971,4,0
IMG_5182.png,9,499,18939,9,290
IMG_5183.png,9,629,26412,10,407
IMG_5184.png,9,588,26379,10,381
IMG_5185.png,9,660,27076,10,420
IMG_5186.png,9,718,29313,10,482
IMG_5187.png,9,721,27921,10,499
IMG_5188.png,9,747,28137,10,514
IMG_5189.png,9,744,27261,9,548
IMG_5190.png,9,758,27575,9,551
IMG_5193.png,9,732,30452,10,501
IMG_5194.png,9,752,31293,10,504
IMG_5195.png,9,740,27132,9,460
IMG_5196.png,9,714,29106,11,462
IMG_5197.png,9,754,29529,10,461
IMG_5198.png,9,716,29233,9,497
IMG_5199.png,9,798,29883,9,533
IMG_5200.png,9,732,29533,9,534
IMG_5201.png,9,730,28969,9,556
IMG_5203.png,9,730,27580,9,492
IMG_5204.png,9,737,29695,9,485
IMG_5205.png,9,782,27721,8,488
IMG_5206.png,9,747,27501,8,496
IMG_5207.png,9,725,28826,9,448
IMG_5208.png,9,645,27000,9,418
IMG_5209.png,9,687,24264,8,441
IMG_5210.png,9,651,24649,9,398
IMG_5211.png,9,621,23837,8,396
IMG_5212.png,9,635,23190,10,334
IMG_5213.png,9,593,24076,11,331
IMG_5214.png,9,610,20941,9,341
IMG_5215.png,9,606,21037,9,326
IMG_5216.png,9,637,22624,8,388
IMG_5217.png,9,827,31083,9,595
IMG_5218.png,9,749,28307,8,534
IMG_5219.png,9,567,19052,9,320
IMG_5220.png,9,635,19840,9,296
IMG_5221.png,9,706,23362,9,430
IMG_5225.png,9,743,25242,9,458
IMG_5226.png,9,718,27793,10,442
IMG_5227.png,9,756,27106,10,488
IMG_5228.png,9,694,25205,9,443
IMG_5229.png,9,648,21430,8,361
IMG_5230.png,9,633,22011,8,397
IMG_5231.png,9,642,23652,10,400
IMG_5232.png,9,558,20597,10,346
IMG_5233.png,9,595,23088,9,389
IMG_5234.png,9,609,20670,9,435
IMG_5235.png,9,687,23343,8,463
IMG_5236.png,9,633,24482,8,439
IMG_5237.png,9,624,22623,8,394
IMG_5238.png,9,585,22736,9,404
IMG_5239.png,9,560,21917,9,385
IMG_5241.png,9,569,18779,8,412
IMG_5243.png,9,563,20086,9,386
IMG_5244.png,9,560,21317,9,396
IMG_5245.png,9,624,22166,9,411
IMG_5246.png,9,603,22277,9,361
IMG_5247.png,9,652,23353,9,398
IMG_5248.png,9,617,23675,9,441
IMG_5249.png,9,562,22601,9,395
IMG_5251.png,9,785,31712,9,541
IMG_5252.png,9,669,25233,9,394
IMG_5253.png,9,492,19996,10,291
IMG_5254.png,9,578,22599,10,380
IMG_5255.png,9,605,21818,9,354
IMG_5256.png,9,617,21552,9,373
IMG_5257.png,9,584,22131,9,390
IMG_5258.png,9,781,28529,9,544
IMG_5259.png,9,649,24972,9,442
IMG_5260.png,9,616,22113,10,325
IMG_5261.png,9,662,21903,9,325
IMG_5262.png,9,410,15347,10,259
IMG_5263.png,9,449,21250,12,327
IMG_5264.png,9,487,24965,11,320
IMG_5265.png,9,443,22608,12,309
IMG_5266.png,9,411,21001,11,295
IMG_5268.png,9,437,20782,11,314
IMG_5269.png,9,400,20560,12,305
IMG_5270.png,9,406,21032,10,321
IMG_5271.png,9,429,18231,9,317
IMG_5272.png,9,475,17681,9,268
IMG_5273.png,9,551,20034,9,319
IMG_5274.png,9,541,18197,9,276
IMG_5275.png,9,528,18829,9,304
IMG_5276.png,9,566,18432,9,302
IMG_5277.png,9,582,18824,9,307
IMG_5278.png,9,504,17507,10,285
IMG_5280.png,9,445,16892,9,253
IMG_5281.png,9,486,16337,9,265
IMG_5282.png,9,456,17002,8,289
IMG_5283.png,9,455,17404,9,291
IMG_5284.png,9,445,17517,9,270
IMG_5285.png,9,466,17727,9,306
IMG_5286.png,9,476,16588,9,291
IMG_5287.png,9,461,15335,8,282
IMG_5288.png,9,540,18792,9,280
IMG_5289.png,9,563,19666,9,308
IMG_5290.png,9,445,16374,8,282
IMG_5292.png,9,567,19156,9,303
IMG_5293.png,9,544,19120,9,319
IMG_5294.png,9,513,20396,10,330
IMG_5295.png,9,546,20440,9,351
